Company Name,Industry,Sector,Country,Report Type,Report Year,Report Link,Source,Download Result
Fresenius SE & Co KGaA,Health Care Delivery,Health Care,Germany,SASB Index,2024,https://www.fresenius.com/sites/default/files/2025-03/FSE_SASB_Index_2024_final_0.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fresenius.com', port=443): Max retries exceeded with url: /sites/default/files/2025-03/FSE_SASB_Index_2024_final_0.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A4F10>: Failed to resolve 'www.fresenius.com' ([Errno 11001] getaddrinfo failed)""))"
Fresh Del Monte Produce Inc,Agricultural Products,Food & Beverage,United States,Sustainability Report,2023,https://freshdelmonte.com/wp-content/uploads/2024/10/2023SustainabilityReport_v13_FINAL_DOWNLOADABLE.pdf,SASB,"⚠️ HTTPSConnectionPool(host='freshdelmonte.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/10/2023SustainabilityReport_v13_FINAL_DOWNLOADABLE.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3621150>: Failed to resolve 'freshdelmonte.com' ([Errno 11001] getaddrinfo failed)""))"
Freshpet Inc,Processed Foods,Food & Beverage,United States,Sustainability Report,2023,https://s21.q4cdn.com/902450038/files/doc_downloads/governance_documents/2023/2023-Freshpet-Sustainability-Report-PDF.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s21.q4cdn.com', port=443): Max retries exceeded with url: /902450038/files/doc_downloads/governance_documents/2023/2023-Freshpet-Sustainability-Report-PDF.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3668610>: Failed to resolve 's21.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Friedrich Vorwerk Group SE,Electric Utilities & Power Generators,Infrastructure,Germany,Annual Report,2024,https://www.friedrich-vorwerk-group.de/media/friedrich_vorwerk_group_se_-_annual_report_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.friedrich-vorwerk-group.de', port=443): Max retries exceeded with url: /media/friedrich_vorwerk_group_se_-_annual_report_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3693B90>: Failed to resolve 'www.friedrich-vorwerk-group.de' ([Errno 11001] getaddrinfo failed)""))"
Frontdoor Inc,Professional & Commercial Services,Services,United States,Sustainability Report,2024,https://2qz9b4rx.media.zestyio.com/Frontdoor-2024-Sustainability-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='2qz9b4rx.media.zestyio.com', port=443): Max retries exceeded with url: /Frontdoor-2024-Sustainability-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3699710>: Failed to resolve '2qz9b4rx.media.zestyio.com' ([Errno 11001] getaddrinfo failed)""))"
Frontera Energy Corp,Oil & Gas – Exploration & Production,Extractives & Minerals Processing,Canada,CSR Report,2023,https://www.fronteraenergy.ca/content/uploads/2024/05/SUSTAINABILITY_REPORT_FRONTERA_ENERGY_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fronteraenergy.ca', port=443): Max retries exceeded with url: /content/uploads/2024/05/SUSTAINABILITY_REPORT_FRONTERA_ENERGY_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A5F90>: Failed to resolve 'www.fronteraenergy.ca' ([Errno 11001] getaddrinfo failed)""))"
Frontier Communications Parent Inc,Telecommunication Services,Technology & Communications,United States,Sustainability Report,2023,https://newsroom.frontier.com/wp-content/uploads/2024/05/frontier-sustainability-report-final-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='newsroom.frontier.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/05/frontier-sustainability-report-final-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3699650>: Failed to resolve 'newsroom.frontier.com' ([Errno 11001] getaddrinfo failed)""))"
Frontier Group Holdings Inc,Airlines,Transportation,United States,ESG Report,2022,https://ir.flyfrontier.com/static-files/ab60b05f-0183-4c90-9381-dc2942710ca5,SASB,"⚠️ HTTPSConnectionPool(host='ir.flyfrontier.com', port=443): Max retries exceeded with url: /static-files/ab60b05f-0183-4c90-9381-dc2942710ca5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A5750>: Failed to resolve 'ir.flyfrontier.com' ([Errno 11001] getaddrinfo failed)""))"
Frontline Ltd/Bermuda,Marine Transportation,Transportation,Norway,Corporate Responsibility Reports,2018,https://www.frontline.bm/wp-content/uploads/2019/12/Frontline-Ltd-ESG-Report-2018.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.frontline.bm', port=443): Max retries exceeded with url: /wp-content/uploads/2019/12/Frontline-Ltd-ESG-Report-2018.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350ECD0>: Failed to resolve 'www.frontline.bm' ([Errno 11001] getaddrinfo failed)""))"
Frontline PLC,Marine Transportation,Transportation,Norway,ESG Report,2023,https://www.frontlineplc.cy/wp-content/uploads/2024/06/2023-FRO-ESG-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.frontlineplc.cy', port=443): Max retries exceeded with url: /wp-content/uploads/2024/06/2023-FRO-ESG-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A5D50>: Failed to resolve 'www.frontlineplc.cy' ([Errno 11001] getaddrinfo failed)""))"
FSP Technology Inc,Electrical & Electronic Equipment,Resource Transformation,Taiwan,Sustainability Report,2022,https://www.fsp-group.com/en/esg/2022.html,SASB,"⚠️ HTTPSConnectionPool(host='www.fsp-group.com', port=443): Max retries exceeded with url: /en/esg/2022.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A72D0>: Failed to resolve 'www.fsp-group.com' ([Errno 11001] getaddrinfo failed)""))"
"FTC Solar, Inc",Solar Technology & Project Developers,Renewable Resources & Alternative Energy,United States,ESG Report,2023,https://investor.ftcsolar.com/static-files/b487b41b-1c88-4544-8e45-225efeb2a934,SASB,"⚠️ HTTPSConnectionPool(host='investor.ftcsolar.com', port=443): Max retries exceeded with url: /static-files/b487b41b-1c88-4544-8e45-225efeb2a934 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E366A310>: Failed to resolve 'investor.ftcsolar.com' ([Errno 11001] getaddrinfo failed)""))"
FTI Consulting Inc,Professional & Commercial Services,Services,United States,Sustainability Report,2023,https://www.fticonsulting.com/-/media/files/insights/reports/2024/oct/corporate-sustainability-report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fticonsulting.com', port=443): Max retries exceeded with url: /-/media/files/insights/reports/2024/oct/corporate-sustainability-report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E369B7D0>: Failed to resolve 'www.fticonsulting.com' ([Errno 11001] getaddrinfo failed)""))"
Fubon Financial Holding Co Ltd,Insurance,Financials,Taiwan,Sustainability Report,2023,https://www.fubon.com/insurance/esg/assets/pdf/2023_Fubon_Insurance_Sustainability_Report_EN.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fubon.com', port=443): Max retries exceeded with url: /insurance/esg/assets/pdf/2023_Fubon_Insurance_Sustainability_Report_EN.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E362B0D0>: Failed to resolve 'www.fubon.com' ([Errno 11001] getaddrinfo failed)""))"
Fubon Securities Co Ltd,Investment Banking & Brokerage,Financials,Taiwan,Sustainability Report,2023,https://www.fubon.com/securities/fubon_ESGReport/2023ESGReport_EN_final.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fubon.com', port=443): Max retries exceeded with url: /securities/fubon_ESGReport/2023ESGReport_EN_final.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350E810>: Failed to resolve 'www.fubon.com' ([Errno 11001] getaddrinfo failed)""))"
FuelCell Energy Inc,Fuel Cells & Industrial Batteries,Renewable Resources & Alternative Energy,United States,Sustainability Report,2024,https://go.fuelcellenergy.com/hubfs/FCE_Sustainability_Report_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='go.fuelcellenergy.com', port=443): Max retries exceeded with url: /hubfs/FCE_Sustainability_Report_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E369BC90>: Failed to resolve 'go.fuelcellenergy.com' ([Errno 11001] getaddrinfo failed)""))"
Fujian South Highway Machinery Co Ltd,Industrial Machinery & Goods,Resource Transformation,China,Sustainability Report,2023,https://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-26/10065678.PDF,SASB,"⚠️ HTTPSConnectionPool(host='file.finance.sina.com.cn', port=443): Max retries exceeded with url: /211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-26/10065678.PDF (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350FDD0>: Failed to resolve 'file.finance.sina.com.cn' ([Errno 11001] getaddrinfo failed)""))"
Fujitsu Ltd,Software & IT Services,Technology & Communications,Japan,ESG Data Book,2024,https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fujitsu.com', port=443): Max retries exceeded with url: /global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E362B590>: Failed to resolve 'www.fujitsu.com' ([Errno 11001] getaddrinfo failed)""))"
Fulgent Genetics Inc,Health Care Delivery,Health Care,United States,ESG Report,2023,https://fulgentgenetics.gcs-web.com/static-files/aab367e0-a93c-4d89-856e-c46ba3359139,SASB,"⚠️ HTTPSConnectionPool(host='fulgentgenetics.gcs-web.com', port=443): Max retries exceeded with url: /static-files/aab367e0-a93c-4d89-856e-c46ba3359139 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3644D90>: Failed to resolve 'fulgentgenetics.gcs-web.com' ([Errno 11001] getaddrinfo failed)""))"
Fulgent Sun International Holding Co Ltd,"Apparel, Accessories & Footwear",Consumer Goods,Taiwan,ESG Report,2023,https://www.fulgentsun.com/img/esg/2023_ESG%20report_EN(1).pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fulgentsun.com', port=443): Max retries exceeded with url: /img/esg/2023_ESG%20report_EN(1).pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350C2D0>: Failed to resolve 'www.fulgentsun.com' ([Errno 11001] getaddrinfo failed)""))"
Fulton Financial Corporation,Commercial Banks,Financials,United States,CSR Report,2023,https://www.fultonbank.com/-/media/Files/About-Fulton-Bank/CSR/2023-CSR-Report_Final.ashx,SASB,"⚠️ HTTPSConnectionPool(host='www.fultonbank.com', port=443): Max retries exceeded with url: /-/media/Files/About-Fulton-Bank/CSR/2023-CSR-Report_Final.ashx (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36479D0>: Failed to resolve 'www.fultonbank.com' ([Errno 11001] getaddrinfo failed)""))"
Funeng Oriental Equipment Technology Co Ltd,Industrial Machinery & Goods,Resource Transformation,China,ESG Report,2023,https://q.stock.sohu.com/newpdf/202457478761.pdf,SASB,"⚠️ HTTPSConnectionPool(host='q.stock.sohu.com', port=443): Max retries exceeded with url: /newpdf/202457478761.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A63D0>: Failed to resolve 'q.stock.sohu.com' ([Errno 11001] getaddrinfo failed)""))"
Fursys Inc,Processed Foods,Food & Beverage,South Korea,Sustainability Report,2023,https://sasb.ifrs.org/company-use/sasb-reporters/www.fursys.co.kr,SASB,"⚠️ HTTPSConnectionPool(host='sasb.ifrs.org', port=443): Max retries exceeded with url: /company-use/sasb-reporters/www.fursys.co.kr (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36A5D50>: Failed to resolve 'sasb.ifrs.org' ([Errno 11001] getaddrinfo failed)""))"
Fwusow Industry Co Ltd,Processed Foods,Food & Beverage,Taiwan,Sustainability Report,2021,https://www.fwusow.com.tw/download/item/extdownload/i4014_f560f620c4f6e3343924e383c8ddc9e4.html?type=pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.fwusow.com.tw', port=443): Max retries exceeded with url: /download/item/extdownload/i4014_f560f620c4f6e3343924e383c8ddc9e4.html?type=pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E36B8210>: Failed to resolve 'www.fwusow.com.tw' ([Errno 11001] getaddrinfo failed)""))"
G Capital Berhad,Electric Utilities & Power Generators,Infrastructure,Malaysia,Sustainability Report,2023,https://gcapital.com.my/,SASB,"⚠️ HTTPSConnectionPool(host='gcapital.com.my', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E369BB90>: Failed to resolve 'gcapital.com.my' ([Errno 11001] getaddrinfo failed)""))"
GAIL India Ltd,Gas Utilities & Distributors,Infrastructure,India,Sustainability Report,2023-2024,https://www.gailonline.com/pdf/Sustainability/GAIL%20Sustainability%20Report%20FY%202023-24.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.gailonline.com', port=443): Max retries exceeded with url: /pdf/Sustainability/GAIL%20Sustainability%20Report%20FY%202023-24.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3644210>: Failed to resolve 'www.gailonline.com' ([Errno 11001] getaddrinfo failed)""))"
Galaxy Digital Holdings Ltd,Asset Management & Custody Activities,Financials,United States,ESG Report,2023,https://glxy.galaxy.com/hubfs/Whitepapers/2023%20Galaxy%20ESG%20Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='glxy.galaxy.com', port=443): Max retries exceeded with url: /hubfs/Whitepapers/2023%20Galaxy%20ESG%20Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3690050>: Failed to resolve 'glxy.galaxy.com' ([Errno 11001] getaddrinfo failed)""))"
