Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Atlantia SpA,Infrastructure,Engineering & Construction Services,Italy,Integrated Annual Report,2021,https://www.atlantia.com/documents/37344/553723/Atlantia_Integrated_Report_2021.pdf/6037083e-29dc-b081-736c-1e6a7625656f?t=1649926554263,SASB
Atlantica Sustainable Infrastructure PLC,Infrastructure,Electric Utilities & Power Generators,Britain,ESG Report,2020,https://www.atlantica.com/wp-content/uploads/documents/2020_ESG_Report.pdf,SASB
Atlantica Yield PLC,Infrastructure,Electric Utilities & Power Generators,Spain,Corporate Responsibility Reports,2017,https://www.atlantica.com/wp-content/uploads/documents/2023-Integrated-Annual-Report-Web.pdf,Google search
Atlas Air Worldwide Holdings Inc,Transportation,Air Freight & Logistics,United States,Sustainability Report,2023,https://www.atlasairworldwide.com/wp-content/uploads/2024/05/AAWW_2023SustainabilityReportFINAL_5-30_v2.pdf,SASB
Atlas Arteria Ltd,Infrastructure,Engineering & Construction Services,Australia,Sustainability Report,2022,https://www.atlasarteria.com/stores/_sharedfiles/Sustainability/ALX_Sustainability_Report_2022_web.pdf,SASB
Atlas Consolidated Mining & Development Corp,Extractives & Minerals Processing,Metals & Mining,Philippines,Integrated Report,2022,https://atlasmining.com.ph/investor-relations/financial-reports,SASB
Atlas Copco AB,Resource Transformation,Industrial Machinery & Goods,Sweden,Annual Report,2024,https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf,SASB
Atlas Corp,Transportation,Marine Transportation,Hong Kong,Sustainability Report,2023,https://esg.atlascorporation.com/wp-content/themes/esg/docs/Atlas-2023-ESG-Report-v.1.2.pdf,SASB
Atlas Technical Consultants Inc,Infrastructure,Engineering & Construction Services,United States,ESG Report,2021,https://www.oneatlas.com/wp-content/uploads/Atlas-2021-ESG-Report.pdf,SASB
Atlassian Corp,Technology & Communications,Software & IT Services,Australia,Sustainability Report,2024,https://wac-cdn-bfldr.atlassian.com/K3MHR9G8/at/8nnbhntnrqh2wh8x4t37t/Atlassian_Sustainability_Report_FY24.pdf,SASB
Atlassian US Inc,Technology & Communications,Software & IT Services,United States,SASB Index,2023,https://s28.q4cdn.com/541786762/files/doc_downloads/sustainability/2023/fy23-atlassian-sustainability-report.pdf,SASB
Atmos Energy Corp,Infrastructure,Gas Utilities & Distributors,United States,SASB Index,2023,https://www.atmosenergy.com/sustainability/images/appendix/AtmosEnergy_2023_ExecutiveSummary.pdf,Google search
Atos SE,Technology & Communications,Software & IT Services,France,Universal Registration Document,2023,https://atos.net/wp-content/uploads/2024/05/atos-2023-universal-registration-document.pdf,SASB
Atoss Software AG,Technology & Communications,Software & IT Services,Germany,Sustainability Report,2023,https://backend.atoss.com/en/_/gated-download?file=/sites/default/files/2024-03/atoss-sustainability-report-2023.pdf,SASB
AtriCure Inc,Health Care,Medical Equipment & Supplies,United States,ESG Report,2023,https://www.atricure.com/sites/default/files/pdf-doc/AtriCure_ESG_2023_Report.pdf,SASB
ATS Corporation,Resource Transformation,Industrial Machinery & Goods,Canada,Sustainability Report,2024,https://s201.q4cdn.com/979379719/files/doc_downloads/sustainability/2024/ATS-2024-Sustainability-Report_V9.pdf,SASB
AUO Corp,Technology & Communications,Hardware,Taiwan,Sustainability Report,2023,https://www.auo.com/upload/media/sustainability/CSR/AUO-2023-Sustainability-Report-EN-Full.pdf,SASB
Aura Smart Air Ltd,Health Care,Medical Equipment & Supplies,Israel,Annual Report,2021,https://mayafiles.tase.co.il/rpdf/1523001-1524000/P1523476-00.pdf,Google search
Auren Energia SA,Infrastructure,Electric Utilities & Power Generators,Brazil,Annual Report,2023,https://researchxp1.s3.sa-east-1.amazonaws.com/20230214+ESG+Radar_Auren+%5BENG%5D+vfinal.pdf,Google search
Australian Agricultural Co Ltd AACo,Food & Beverage,"Meat, Poultry & Dairy",Australia,Sustainability Report,2024,https://aaco.com.au/wp-content/uploads/2024/07/AACo-FY24-Sustainability-Report-Final.pdf,SASB
Auto Trader Group PLC,Technology & Communications,Internet Media & Services,Britain,Annual Report,2024,https://plc.autotrader.co.uk/media/rrqk35uy/at-ar24-web-final.pdf,SASB
Auto1 Group SE,Consumer Goods,Multiline and Specialty Retailers & Distributors,Germany,ESG Report,2023,https://ir.auto1-group.com/download/companies/57876a/ESG/AUTO1_Group_SE_2023_ESG_Report_EN.pdf,SASB
AutoCanada Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,Canada,ESG Report,2024,https://investors.autocan.ca/wp-content/uploads/2024/08/AutoCanada-2024-ESG-Report.pdf,SASB
Autodesk Inc,Technology & Communications,Software & IT Services,United States,Impact Report,2024,https://damassets.autodesk.net/content/dam/autodesk/www/pdfs/autodesk-fy24-impact-report.pdf,SASB
Autoliv Inc,Transportation,Auto Parts,Sweden,Sustainability Report,2024,https://www.autoliv.com/sites/autoliv/files/2025-02/Autoliv_Annual_Sustainability_Report_10K_F_2024.pdf,SASB
"AutoNation, Inc.",Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,CSR Report,2022,https://s22.q4cdn.com/689426802/files/doc_financials/2022/ar/autonation-2022-csr-report.pdf,SASB
Autonom Services SA,Transportation,Car Rental & Leasing,Romania,Sustainability Report,2021,https://www.autonom.com/assets/uploads/sustainability/Autonom_Sustainability_Report_2021.pdf,SASB
AutoZone Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,ESG Report,2024,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_AZO_2023.pdf,Google search
AvalonBay,Infrastructure,Real Estate,United States,ESG Report,2024,https://ims.avalonbay.com/AVB/esg/2024-7-AvalonBay2023ESGReportFinal.pdf,Google search
AvalonBay Communities Inc,Infrastructure,Real Estate,United States,ESG Report,2022,https://ims.avalonbay.com/AVB/esg/reports/2023-07-21-AvalonBay2022ESGReportFINAL.pdf,SASB
Avance Gas Holding Ltd,Transportation,Marine Transportation,Norway,ESG Report,2022,https://ml-eu.globenewswire.com/Resource/Download/288e0710-b422-409b-8a57-f3ed51c6bdce,SASB
Avangrid Inc,Infrastructure,Electric Utilities & Power Generators,United States,SASB Report,2021,https://www.avangrid.com/wps/wcm/connect/www.avangrid.com18200/9a918843-72c9-480d-85de-bb1fd12ac0a1/AVANGRID+2021+SASB+Report.pdf?MOD=AJPERES&CVID=o96Ojf9,SASB
Avantium N.V.,Infrastructure,Engineering & Construction Services,Netherlands,Annual Report,2024,https://avantium.com/wp-content/uploads/2025/03/20250319-Avantium-Annual-Report-2024.pdf,SASB
Avantor Inc,Health Care,Medical Equipment & Supplies,United States,Sustainability Report,2024,https://www.avantorsciences.com/sustainability-report-2024,Google search
Avantor Performance Materials Inc,Health Care,Medical Equipment & Supplies,United States,Sustainability Report,2024,https://www.avantorsciences.com/sustainability-report-2024,Google search
Avast PLC,Technology & Communications,Software & IT Services,Czech,ESG Scorecards,2021,https://www.sec.gov/Archives/edgar/data/849399/000110465923085541/tm233583d2_ars.pdf,Google search
Avaya Holdings Corp,Technology & Communications,Software & IT Services,United States,SASB Index,2021,https://www.avaya.com/en/documents/sasb-index-2021.pdf?t=0,SASB
Avery Dennison Corp,Resource Transformation,Containers & Packaging,United States,ESG Report,2024,https://www.averydennison.com/content/dam/avery_dennison/corporate-new/global/english/documents/esg/2024-ESG-Document-Download-March-6-2025.pdf,SASB
AVEVA Group PLC,Technology & Communications,Software & IT Services,Britain,Sustainability Report,2021,https://www.aveva.com/content/dam/aveva/documents/reports/AVEVA-Sustainability-Report-2021.pdf.coredownload.inline.pdf,SASB
Avia Avian Tbk PT,Resource Transformation,Chemicals,Indonesia,Sustainability Report,2024,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202503/3ddc756b0e_0dd0105e38.pdf,SASB
Avient Corp,Resource Transformation,Chemicals,United States,Sustainability Report,2023,https://www.avient.com/sites/default/files/2024-08/Avient-2023-Sustainability-Report_5.pdf,SASB
Avis Budget Group,Transportation,Car Rental & Leasing,United States,ESG Report,2024,https://www.avisbudgetgroup.com/wp-content/uploads/2024/10/ESG-REPORT-2024-10.07.24.pdf,SASB
Avista Corporation,Infrastructure,Electric Utilities & Power Generators,United States,ESG Report,2024,https://www.myavista.com/-/media/myavista/content-documents/about-us/natural-gas-emission-reduction-goal-news-release.pdf,Google search
Avita Medical Inc,Health Care,Medical Equipment & Supplies,United States,CSR Report,2024,https://www.annualreports.com/HostedData/AnnualReportArchive/a/NASDAQ_RCEL_2023.pdf,DuckDuckGo
Aviva PLC,Financials,Insurance,Britain,ESG Data Sheet,2024,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2024/aviva-plc-sustainability-datasheet-2024.xlsx,SASB
AXA SA,Financials,Insurance,France,SASB Index,2021,https://www-axa-com.cdn.axa-contento-118412.eu/www-axa-com/8b1431e2-2c43-4d57-b422-e3fd51296ad4_AXA_SASB_Insurance-Sector_Standard-Content_Index_2021_EN.pdf,SASB
Axalta Coating Systems Ltd,Resource Transformation,Chemicals,United States,Sustainability Report,2020-2022,https://www.axalta.com/content/dam/New%20Axalta%20Corporate%20Website/Public/Documents/US/axalta_sustainability-report-2020-2022.pdf,SASB
Axcelis Technologies Inc,Technology & Communications,Semiconductors,United States,ESG Report,2023,https://sasb.ifrs.org/company-use/sasb-reporters/Axcelis_ESG_Report.pdf,SASB
Axis Capital Holdings Ltd,Financials,Insurance,Bermuda,SASB Index,2023,https://www.axiscapital.com/docs/default-source/resources/axis-sustainability-accounting-standards-board-fy-2023.pdf,SASB
Axon Enterprise Inc,Resource Transformation,Aerospace & Defense,United States,Responsibility Report,2021-2023,https://filecache.investorroom.com/mr5ir_axon/422/Axon_ForceForGood_Report_Nov2023.pdf,SASB
Axtel SAB de CV,Technology & Communications,Telecommunication Services,Mexico,Informe Annual Integrado,2024,https://www.axtelcorp.mx/repositorio/informe-de-sustentabilidad/Informe-Anual-Integrado-2024-AXTEL.pdf,SASB
Aya Gold & Silver Inc.,Extractives & Minerals Processing,Metals & Mining,Canada,Sustainability Report,2023,https://ayagoldsilver.com/wp-content/uploads/2024/05/Aya-Gold-Silver-2023-Sustainability-Report-LR.pdf,SASB
Ayala Corp,Infrastructure,Real Estate,Philippines,Integrated Report,2022,https://ayala.com/app/uploads/2025/04/Ayala_IR2024_Full-Report_1004.pdf,Google search
"Ayala Land, Inc.",Infrastructure,Real Estate,Philippines,Integrated Report,2023,https://ir.ayalaland.com.ph/wp-content/uploads/2024/04/Ayala-Land-Integrated-Report-2023.pdf,SASB
Aydem Yenilenebilir Enerji AS,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Turkey,Entegre Faaliyet Raporu,2024,https://www.aydemrenewablesinvestorrelations.com.tr/media/2024%20eNTEGRE%20fAAL%C4%B0YET%20rAPORU%20tr%20en/Aydem_2024_Entegre_Faaliyet_Raporu_TR_1741778780.pdf,SASB
AZEK Co Inc/The,Consumer Goods,Building Products & Furnishings,United States,ESG Report,2023,https://s2.q4cdn.com/941338550/files/doc_downloads/2024/09/azek-2023-full-circle-report-vf-for-ir-website.pdf,SASB
Azenta Inc,Health Care,Medical Equipment & Supplies,United States,ESG Report,2024,https://investors.azenta.com/image/Azenta_2024_ESG_Report-Final.pdf,SASB
Azimut Holding SpA,Financials,Asset Management & Custody Activities,Italy,Annual Report,2023,https://backend.azimut.it/documents/154279/361246/Consolidated%20Financial%20Statements%20at%2031%20December%202023.pdf/0568b1f4-dcb1-15cb-4379-4031c459c316?version=1.0&t=1713532788221&download=true&objectDefinitionExternalReferenceCode=5511ecc4-743d-d56e-4884-555af28db6db&objectEntryExternalReferenceCode=f4cda625-2a10-5dc1-bca3-b2675d020a3c,SASB
Azrieli Group Ltd,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Israel,ESG Report,2021-2022,https://www.azrieligroup.com/wp-content/uploads/2023/10/Azrieli_ESG__EN.pdf,SASB
Azul SA,Transportation,Airlines,Brazil,Sustainability Report,2023,https://www.voeazul.com.br/content/dam/azul/voe-azul/relatorios-de-sustentabilidade-pdf/relatorio_sustentabilidade_2020-EN.pdf,Google search
AZZ Inc.,Resource Transformation,Industrial Machinery & Goods,United States,Sustainabiltiy Report,2024,https://www.azz.com/wp-content/uploads/2024/11/AZZ_2024_ESG_FINALPOST.pdf,SASB
Azzurri Group Ltd,Food & Beverage,Restaurants,Britain,Sustainability Report,2024,https://www.azzurrigroup.co.uk/propeller/uploads/2025/01/Azzurri-SD-Report-2023-24-Final.pdf,SASB
B2Gold Corp,Extractives & Minerals Processing,Metals & Mining,Canada,ESG Index,2022,https://www.b2gold.com/_resources/esg/B2Gold-ESG-References-Reporting-Framework-2022.pdf,SASB
B2Holding ASA,Financials,Consumer Finance,Norway,Sustainability Report,2022,https://www.b2holding.no/content/download/1281/9190/file/B2Holding%20Sustainability%20report%202022%20-%20extract%20from%20the%20Annual%20report.pdf,SASB
"B3 S.A. - Brasil, Bolsa, Balcão",Financials,Security & Commodity Exchanges,Brazil,Annual Report,2023,https://www.b3.com.br/data/files/E9/C6/A4/B1/DD2CD8103152D4C8AC094EA8/EN%20Verification%20Report%20SLB%20B3%2020240126_Final.pdf,Google search
Babcock International Group plc,Services,Professional & Commercial Services,Britain,ESG Index,2024,https://www.babcockinternational.com/wp-content/uploads/2024/08/GRI-SASB-Report-2024.pdf,SASB
Baby Bunting Group Ltd,Consumer Goods,Multiline and Specialty Retailers & Distributors,Australia,Sustainability Report,2024,https://company-announcements.afr.com/asx/bbn/3105ff60-5e78-11ef-8892-9aba608fad0d.pdf,SASB
Badger Meter Inc,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Report,2023,https://badgermeter.widen.net/s/n9shtft2ch/badger_meter_sustainability_report_2023,SASB
BAE Systems plc,Resource Transformation,Aerospace & Defence,Britain,SASB Index,2023,https://www.baesystems.com/en-media/uploadFile/20240307150006/1573700424368.pdf,SASB
Baidu Inc,Technology & Communications,Internet Media & Services,China,ESG Report,2023,"https://esg.baidu.com/Uploads/File/2024/05/17/Baidu%202023%20Environmental,%20Social%20and%20Governance%20Report.20240517150706.pdf",SASB
Baker Hughes,Extractives & Minerals Processing,Oil & Gas – Services,United States,CSR Report,2023,https://dam.bakerhughes.com/m/642d3eeb585f4405/original/Sustainability-Report-2023.pdf,SASB
Balchem Corp,Resource Transformation,Chemicals,United States,Sustainability Report,2023,https://balchem.com/wp-content/uploads/2024/04/Balchem-2023-Sustainability-Report_4.22.24_FINAL.pdf,SASB
Balkrishna Industries Ltd,Transportation,Auto Parts,India,Sustainability Report,2023-2024,https://www.bkt-tires.com/downloads/15284/12272/12272_BKT_Sustainability_Report_2024.pdf,SASB
Ballard Power Systems Inc,Renewable Resources & Alternative Energy,Fuel Cells & Industrial Batteries,Canada,ESG Report,2022,https://www.ballard.com/wp-content/uploads/2024/10/BPS_Sustainability_Report-2023_10_June2024_Final.pdf,Google search
Baltic Classifieds Group PLC,Technology & Communications,Internet Media & Services,Lithuania,Annual Report,2024,https://balticclassifieds.com/static/results/bcg-annual-report-and-accounts-2024.pdf?d,SASB
Banc of California Inc,Financials,Commercial Banks,United States,Impact Report,2023,https://bancofcal.com/wp-content/uploads/2024/05/BOC_IMPACT_Report_May23_2024-ADA.pdf,SASB
Banca di Credito Cooperativo della Costa Etrusca SC,Financials,Commercial Banks,Italy,Sustainability Report,2023,https://www.bcc.es/storage/documents/informe-integrado-0315f.pdf,SASB
Banca Intesa AD Beograd,Financials,Commercial Banks,Serbia,Annual Reports,2019,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/sostenibilt%C3%A0/dcnf-2019/eng/DCNF%202019_en.pdf,SASB
Banco ABC Brasil SA,Financials,Commercial Banks,Brazil,Relatório de Sustentabilidade,2021,https://www.abcbrasil.com.br/media/1786/bancoabc-ra21_220506.pdf,SASB
Banco BBVA Argentina SA,Financials,Commercial Banks,Argentina,Memoria Anual,2023,https://www.bbva.com.ar/content/dam/public-web/argentina/documents/Reporte-BBVA-2023.pdf,SASB
Banco BBVA Peru SA,Financials,Commercial Banks,Peru,Integrated Report,2023,https://www.bbva.pe/content/dam/public-web/peru/documents/personas/memoria-anual/memoria-anual-2023.pdf,SASB
Banco Bilbao Vizcaya Argentaria Colombia,Financials,Commercial Banks,Colombia,Informe de Gestion,2024,https://www.bbva.com.co/content/dam/public-web/colombia/documents/home/body/inversionista/espanol/gobierno-corporativo/asamblea-accionista/2025/BBVA-Informe-no-financiero-2024.pdf,SASB
Banco Bolivariano CA,Financials,Commercial Banks,Ecuador,Sustainability Report,2021,https://portalbb-multimedia.bolivariano.com/docs/default-source/general-pdf/gobierno-corporativo/transparencia-de-la-informaci%C3%B3n/memoria-de-sostenibilidad-bb-21-11.pdf,SASB
Banco Bradesco SA,Financials,Commercial Banks,Brazil,Integrated Report,2023,https://banco.bradesco/assets/classic/pdf/sustentabilidade/en/bradesco-2023-integrated-report.pdf,SASB
